Title,Link,Summary
5 альтернатив TCP и UDP после блокировки Discord,https://habr.com/ru/articles/849218/,"Дискорд отлетел вслед за ютубом. В этом материале я предлагаю вам 5 бесплатных альтернатив дискорду, на случай если заблокируют VPN, а затем террористический UDP и экстремистский TCP. Не ждем, а готовимся.Я предлагаю вам 5 асинхронных способов общения. Синхронные способы общения как «повеселиться с друзьями», «сходить в церковь» и «посидеть на лавочке» мы не рассматриваем."
"Девушки, Свиньи и YandexGPT 3",https://habr.com/ru/articles/849190/,"Не сердитесь, друзья - это очередной маленький эксперимент над ""могуществом генеративного ИИ"" - не только и не столько чтобы позабавиться, а больше чтобы наглядно уяснить ""границы применимости"". Скормим ИИ незамысловатую задачку и увидим как его ""колбасит"" - то есть, насколько GPT на самом деле не думает а скорее пробует комбинировать в надежде что пользователю понравится результат. Обратите внимание что YandexGPT 3 это не ""новейшая модель"" - вы сможете попробовать в более новых.Я когда-то слегка модифицировал ""задачу про гусей и кроликов"" и предложил её своим школьникам (это ребята старших классов из умной школы - поэтому оригинальная задача была бы для них смехотворно простой). Всегда интересно смотреть насколько по-разному проворачиваются мозги при её решении. Что же, скормим её ИИ и поглядим какими нелогичными и неконсистентными ответами он пытается в ответ накормить нас :)"
Rust-Bert: высокопроизводительные NLP-пайплайны на Rust,https://habr.com/ru/companies/otus/articles/848292/,"Привет, Хабр!Сегодня у нас на повестке дня rust-bert — одна из самых мощных библиотек для обработки естественного языка в экосистеме Rust. Если вы уже знакомы с Hugging Face и их библиотекой Transformers на Python, то rust-bert для вас. Эта библиотека переносит state-of-the-art модели прямо в проект на Rust.Главная фича rust-bert в том, что она идеально вписывается в Rust."
Дорога от Windows к Linux. KDE 6.2 — путь в правильном направлении. Большая проблема — качество звука под Linux,https://habr.com/ru/articles/845814/,"В апреле 2024 года я написал статью про переход а ""винды"" на ""линукс"", ибо 11-я ""винда"" не подходит из-за своих ограничений панели задач, и с какиси подводными камнями лично я встретился: https://habr.com/ru/articles/810829/ Что изменилось с тех пор? Многое!Я жаловался и как это решилось:"
Используем конференции для влияния на IT в России,https://habr.com/ru/articles/849186/,"Очень хочется догнать и перегнать запад в технологиях. И конференции - один из отличных инструментов распространения лучших практик.Ниже представляю вам материал на основе своего доклада Увеличьте в 100 крат свое влияние на IT в России, который делала на конференции Smart Speaker Conf весной 2024 года. Кому больше нравится видео - оно есть в конце статьи."
"ecs, dynvtbl, логические потоки и Фараон",https://habr.com/ru/articles/849152/,"В конце 90-х годов историческая серия градостроев от Sierra была на вершине популярности, получала отличные отзывы и породила немало последователей и подражателей, начиная от Сhildren of Nile и не заканчиваясь в Banished (2014),  Pharaoh: A New Era(2023), Nebuchadnezzar (2021), Builders of Egypt(к сожалению закрытая)  став фактически дедушкой жанра. Фараон появился в 1999 году после двух лет разработки, вслед за любимой многими Caesar III. Это была первая игра серии, которая перенесла сеттинг из Древнего Рима в Древний же Египет и предложила (хотя на самом деле фактически повторила, реальным шагом по механикам стал Зевс) сложный игровой процесс, не завязанный однако на микроменеджменте зданий и жителей. Собственно многие и помнят эти игры, благодаря сотням проваленных миссий, когда император в гневе присылал войска или королевство отзывало титул изза долгов. До первой игры от ""пароходов"" еще целый год, да и жанры и сеттинги достаточно далекие, так что 1999 и 2000 Фараон собирает лавры и сливки с продаж, а Simon Bradbury, главный технический гений студии и душа проекта, покидает команду и основывает свою Firefly Studios, чтобы подарить нам Stronghold.В процессе кодоархеологических раскопок бинарника, что Цезаря, что Фараона было найдено немало интересных окаменелостей легаси технических решений, многие из которых я видел в других проектах и не только игровых. Возможно это дремучее легаси (хотя и не такое дремучее как AoE1/2) может показаться топорным, но красота решений определенно есть, и учтите что игры запускались и выдавали неплохие фпс (15-30), работая на разных первых пеньках, 586, атлонах с 32 мб памяти всего, а не только кеша. И работали быстро, красиво и на одном ядре."
Как снизить расходы на мониторинг: более разумный подход к данным,https://habr.com/ru/articles/849176/,"Мониторинг может стать дорогостоящим из-за огромных объемов данных, которые необходимо обрабатывать. В этой статье вы узнаете о лучших способах хранения и обработки метрик мониторинга для снижения расходов и о том, как VictoriaMetrics может в этом помочь."
Как создать игру Tycoon (Тайкон) в Roblox – туториал для детей,https://habr.com/ru/companies/pixel_study/articles/849174/,"Хотите создать собственный экономический симулятор в Роблоксе и написать для него код на Lua? Тогда пригодится сегодняшняя пошаговая инструкция. Предлагаем ознакомиться с ней, чтобы разобраться, как сделать игру «Тайкун» в Roblox. Урок предназначен для детей от 8-9 лет и старше.Tycoon game, или economic simulation game (ESG) – жанр компьютерных игр, основанных на строительстве, управлении и отображении сопутствующих экономических процессов. Цель игрока в данном смысле – получение виртуальных денежных средств. Одна из смежных задач – управление условным предприятием, функционирующим в сценарии, максимально приближенным к реальности.В этом уроке мы будем строить, писать код и делать другие увлекательные вещи. Для создания Tycoon нам потребуется использовать инструменты Roblox и Роблокс Студио, а также язык программирования «Луа» для скриптинга. Сначала предложим текстовую инструкцию с подробными пояснениями и наглядными скриншотами, чтобы разбираться было проще, а в конце приложим обучающее видео: его просмотр поможет справиться с задачей, если туториал в виде текста покажется сложным."
Природа сознания. Как возникает и исчезает сознание,https://habr.com/ru/articles/849170/,"Каждый раз, когда я принимаю душ, мою посуду или иду куда-то пешком, то мозг пассивно прокручивает различные сценарии. Это совершенно нормально, представлять себя на поверхности Юпитера или прогонять раз за разом сценарии «ух, как бы я тогда ответил ему в разговоре!». Более того, такое предиктивное мышление – база для выживания. Наш мозг постоянно работает над составлением прогнозов относительно того, что происходит вокруг нас, чтобы учитывать возможные неожиданности. Однако, в чем природа такой связи?"
Swinlanes — возможная альтернатива Agile и Kanban,https://habr.com/ru/articles/849168/,"Привет, Хабр!В свободное от основной работы время за последние 4 месяца я разработал инструмент для управления продуктами без использования принципов Agile и Kanban. Вместо доски и тикетов разработка ведется вокруг фич и их итераций. Мне очень интересно ваше мнение. Изначально я сделал продукт платным, но после того, как мне в клочья слили карму на Реддите за попытку прыгнуть на Канбан, я решил, что метод слишком радикальный. Поэтому я сделал сервис бесплатным, чтобы люди могли посмотреть и высказать свое мнение.В разработке я руководствовался принципом бритвы Оккама, и отсек все, что могло бы отвлекать разработчика непосредственно от разработки. Поэтому в этом инструменте нет тикетов, эпиков, тасок, спринтов и так далее. Только фичи и их итерации. Я также ввожу понятие технического урона вместо технического долга в качестве эксперимента, возможно, вам будет интересно.Посмотреть можно здесь (только на английском): https://www.swinlanes.com, в том числе там есть ссылка на Handbook, в котором объясняется новый подход. Веб-приложение не заработает на телефоне, нужно будет зайти с десктопа.Буду ждать вашего мнения."
"Увидел в ТГ видеокружок — винил-пластинку с аудио, и захотел также. И сделал своего бота",https://habr.com/ru/articles/849162/,"В одном телеграм канале с мемами увидел такой вот видео-нот, и так мне зашла эта идея что сразу захотелось сделать такой же. И делать вообще регулярно по настроению, когда наткнулся на подходящую картинку или захотел подсадить друга на топовую песню. Я начал прощупывать карманные ресурсы. Карманные — потому что делать по настроению значит делать с телефона  Мой фаворит в видео редакторах YouCut, который обычно позволяет создать кат по любой ситуативной идеи, и быстро, в этот раз немного подвел: всё что можно от него добиться это использовать эффект вращения с одной заданной скоростью, а эта скорость задана весьма выше, чем у вайба винила."
Доигрался: Discord умирает и тащит за собой наши рабочие чаты,https://habr.com/ru/articles/849130/,"Discord игнорирует Роскомнадзор. И теперь пользователи не могут там нормально играть и работать. Мы пообщались с разработчиками, менеджерами и маркетологами. Узнали, за что любят Discord и ненавидят. Написали, как они играют на совещании, созваниваются по 100 человек бесплатно, слушают вместе музыку в чате и ведут несколько проектов. Переезжать будет больно. Если с чем-то не согласны или хотите вместе с нами всплакнуть — ждем в комментариях."
Хочу как Гендальф: как создать бота для подбора паролей промптами,https://habr.com/ru/companies/raft/articles/848840/,"Привет, Хабр! Меня зовут Иван Четвериков и я AI Architect в Raft. На конференции AIConf я сделал бота @raft_password_bot, который защищает секрет с помощью промптов. Рассказываем, как сделать такого же. И предлагаем попробовать с помощью промпта выведать у него тайну."
Перфоратор не помеха. Наслаждаемся «чистым» звуком с денойзером от SaluteJazz,https://habr.com/ru/companies/sberdevices/articles/849120/,"Представьте себе ситуацию: вы работаете на удаленке и должны принять участие в важной видеоконференции, а в этот момент домашняя кошка решила устроить спортивный забег, снося все на своем пути. В соседней комнате заплакал ребенок, а сосед именно в этот момент решил просверлить несколько отверстий под новую полочку. Могло бы случиться непоправимое, но во избежание катастрофы мы придумали своё решение, которое не даст вашим собеседникам заметить что‑то подозрительное.Меня зовут Артем Соколов. Я и мои коллеги занимаемся направлением улучшения звука в команде SaluteSpeech. Мы в SberDevices разрабатываем и развиваем целую линейку В2В‑решений — от речевых сервисов до видеоконференцсвязи. И во всех наших продуктах стремимся использовать собственные технологии. Один из флагманских продуктов, который мы создаём, — сервис для видеоконференций SaluteJazz. В первую очередь он ориентирован на бизнес‑коммуникации, которые предполагают высокое качество звука без посторонних шумов. За достаточно короткий срок мы подготовили и встроили в него собственный «шумодав» (он же денойзер). Про него и пойдет речь в этой статье."
"DOS Navigator: заходим в файловый менеджер, которому исполнилось 33 года",https://habr.com/ru/companies/ru_mts/articles/849100/,"Всем привет! Это Антон Комаров, автор команды спецпроектов в МТС Диджитал. Есть мнение, что у каждого человека наступает такой этап, когда начинает казаться, что раньше трава была зеленее, пломбир вкуснее, а компьютерные игры круче. Я до последнего в это не верил, а потом внезапно поймал себя на мысли, что скучаю по тем временам, когда, включив компьютер, оказывался перед пустым черным экраном со светящимся «приглашением» MS-DOS.Дальше все зависело от того, какой файловый менеджер или графическая оболочка была установлена на конкретной машине. Большинство пользовалось двухпанельным Norton Commander (NC) или же его «братом-близнецом» Volkov Commander (VC), который был написан на чистом ассемблере и за счет этого имел такие же функции при крошечном размере в 64 Кб. А еще мне запомнился двухпанельный DOS Navigator (DN) с оригинальным серым интерфейсом. В этом посте я решил вспомнить молодость и освежить в памяти, как работал этот маленький, простой, но очень удобный файловый менеджер. Подробности — под катом."
Smoke vs Sanity тестирование: в чём разница?,https://habr.com/ru/companies/otus/articles/849098/,"Тестирование, как неотъемлемый процесс жизненного цикла разработки программного обеспечения, обеспечивает функциональность, совместимость и производительность разрабатываемых приложений. Среди различных видов тестирования особое место занимают smoke-тесты и sanity-тесты, которые проверяют надёжность и стабильность приложений.Smoke-тестирование обычно является первым этапом тестирования, проводимым после получения новой сборки. Если smoke-тесты успешно пройдены, что указывает на базовый уровень стабильности, то далее переходят к sanity-тестированию, чтобы более детально проверить конкретные изменения. Термины sanity-тестирование и smoke-тестирование часто используются как синонимы, но между ними есть существенные различия, о которых необходимо знать, чтобы выбрать правильную стратегию тестирования."
"Продуктовый матчинг, или туда и обратно с миллионами товаров",https://habr.com/ru/companies/ecom_tech/articles/849048/,"Привет, Хабр! На связи команда продуктового матчинга ecom.tech. В серии статей мы расскажем о разработке матчера для Мегамаркета. Первым делом – давайте вместе  посмотрим с разных сторон на задачу продуктового матчинга и разберёмся, почему любому маркетплейсу критически важно уметь её решать (и решать хорошо). Disclaimer: все названия вымышлены, все совпадения случайны. Кроме Мегамаркета – он настоящий."
Что творится на Российском рынке художественной литературы,https://habr.com/ru/companies/what2read/articles/849002/,"Привет Хабравчане!В прошлой статье я писал про наше приложение “ЧтоПочитать?” — рекомендательную систему для поиска интересных книг. В начале статьи я говорил, что ощущаю кризис на рынке художественной литературы. Но существует ли этот кризис на самом деле? Параллельно с разработкой приложения мы решили провести небольшое исследование. В рамках исследования мы спросили читателей и писателей, как современный книжный рынок выглядит для них. По результату опроса я пишу эту статью.Вначале будет моя субъективная часть, чуть-чуть истории, мое видение рынка и его проблем. Затем результаты опросов и выводы из них. И в конце пара пожеланий-предложений к участникам книжного рынка."
"«Приходят в компанию, а уходят от руководителя»: 11 проявлений негатива, которых стоит избегать в рабочей коммуникации",https://habr.com/ru/articles/849076/,"Большинство работодателей считает, что заработная плата — самый веский аргумент при принятии оффера. Но не меньшее значение имеют другие нюансы. И это не социальный пакет или соблюдение трудового кодекса, предлагаемые от щедрот с барской души. Ключевой фактор — внутренняя атмосфера, от которой и зависит желание устроиться на новую работу.На рынке труда существуют расхождения в ожиданиях от компаний и соискателей. Первые полагают, что самое главное — это бренд, деньги и карьера, вторые же чаще смотрят на внутреннюю культуру и совокупный комфорт работы. Например, на возможность удалёнки, которую последнее время многие стали отменять.Ещё бизнес часто не задумывается о поведении своих руководителей. Кто-то полагает, что если много платит, то может обращаться подчинёнными как угодно, потому что за забором очередь стоит. Жизнь показывает, что это обычно не так, но отрицательный опыт малого кого учит."
Лучшие способы обойти блокировку Discord на данный момент,https://habr.com/ru/articles/849092/,"Всем привет, как мы могли заметить у многих появились проблемы с дискордом, а именно у многих нет подключения, когда вы заходите в голосовой канал. (Подключение к RTC.. и не установлен маршрут ) Как можем увидеть проблем у самого дискорда нет https://discordstatus.com/, приступаем к фиксу!"
Ведение дел – мой опыт,https://habr.com/ru/articles/849088/,"Хочу поделиться с вами опытом ведения списка дел. Рассказывать буду на примере рабочих задач, но этот же метод я применяю и для повседневных дел. Все советы не привязаны к конкретному инструменту, и всё можно осуществить в любом мало-мальски популярном таск-менеджере. Со своей стороны я могу посоветовать TickTick. С этим методом ведения дел я сменил множество рабочих ролей, и в каждой ведение таск-менеджера мне помогало."
Туториал по Spring Data Envers для начинающих,https://habr.com/ru/companies/spring_aio/articles/849086/,"Команда Spring АйО перевела статью, которая отлично подойдёт тем, кто ещё не знаком со Spring Data Envers. В статье на простых примерах объясняется, как отслеживать изменения данных в приложении, используя этот инструмент."
Discord не работает: Как обойти блокировку все способы,https://habr.com/ru/articles/849082/,"08.10.2024 начались сбои дискорд, в этой статье расскажу как обойти блокировку discordУ кого не работает Дискорд добро пожаловать в настройки обхода блокировкиhttps://github.com/ValdikSS/GoodbyeDPI/issues/692откройте russia-blacklist.txt и допишите домены"
Прокачиваем бюджетный семиструн,https://habr.com/ru/companies/ruvds/articles/842070/,"Привет, Хабр! Сегодня я продемонстрирую на примере электрогитары Harley-Benton R-457MN, насколько широкую палитру звучаний можно получить, имея в распоряжении всего-навсего два дешёвых китайских хамбакера.

Причём встраивать активную электронику, дополнительные тумблеры и «пуш-пул» потенциометры с подъёмной ручкой не понадобится. Внешняя эстетика инструмента не меняется от слова «совсем», батарейки или аккумуляторы не требуются, а интуитивно понятный пикгард не превращается в запутанный космический пульт.
Требуется просто заменить штатный ножевой переключатель на пятипозиционный, но не стандартный, а «мегасвитч». Плюс учесть нюансы магнитной полярности и фазировки катушек звукоснимателей. Замена последних необязательна: я покажу, куда следует припаять недостающие провода."
NDA здорового человека,https://habr.com/ru/companies/nubes/articles/849080/,"Театр начинается с вешалки, а официальные взаимоотношения компаний с подписания NDA – соглашения о неразглашении конфиденциальной информации. Вроде все просто. Подписал бумажку да пошел дальше. Но нет. На этом этапе часто начинаются разногласия между юристами и/или безопасниками двух компаний. Споры возникают из-за разных вещей. Например, из-за способа передачи конфиденциальной информации. Для одной компании будет приемлемо осуществлять обмен  посредством электронной почты, а для другой – только в бумажном виде с составлением акта приема-передачи."
OSINT: Мониторинг активности в X (Twitter),https://habr.com/ru/articles/849064/,"Twitter — это очень популярная платформа среди лиц 20-35 лет в СНГ, аудитория широка и им пользуются как рядовые, так и публичные личности. Независимо от вашего запроса, алгоритм поиска и используемый инструментарий остаётся неизменным.— Для эффективной работы с массивами данных не обязательно обрабатывать каждый твит вручную или же писать скрипты и пр. Twitter поддерживает огромное множество поисковых запросов, о которых нигде толком не упоминается, с этого и начнём - поиск информации производится по четырём ключевым параметрам: по контенту, по полной информации твита, по типу медиа и по пользователю(раз, два, три)"
ETL-проект для начинающих Data Engineers: От почтового сервера до Greenplum,https://habr.com/ru/articles/849062/,"Привет, Хабр! Меня зовут Дмитрий, я инженер данных, и это моя первая статья. В ней я хочу поделиться своим пет-проектом, который посвящен созданию ETL-процесса — важного элемента в работе любого Data Engineer. Мой проект направлен на извлечение данных из электронной почты и их загрузку в базу данных Greenplum для анализа.Идея возникла из личной потребности контролировать расходы в продуктовых сетях, таких как ""ВкусВилл"". Существуют готовые решения, но я хотел создать свою систему, где данные из разных магазинов собираются в одном месте для более детального анализа и визуализации.Готовые приложения часто ограничены в настройке, поэтому я решил использовать Python для автоматизации обработки данных, а Greenplum для их хранения и аналитики. В статье я расскажу, как мне удалось автоматизировать процесс извлечения данных из писем ""ВкусВилл"", структурировать их и загрузить в базу для дальнейшего анализа."
Технологии искусственного интеллекта для военного назначения. Прогноз рынка до 2032 года,https://habr.com/ru/articles/848970/,"Всем привет! Я, Алексей Мартынов, продолжаю публиковать отраслевые исследования по применению технологий ИИ. Ранее были опубликованы мои материалы:Технологии ИИ: нет ничего искусственного в заботе о здоровье / Хабр (habr.com) Искусственный интеллект в обрабатывающих производствах: инструмент форсирования технологической гонки / Хабр (habr.com) В этой статье я исследую рынки, тренды и кейсы, игроков и эффекты, которые влияют на наше настоящее и формируют наше будущее в части военного назначения."
Проектирование онлайн-сервиса музея ЗИЛ от идеи до реализации,https://habr.com/ru/articles/849052/,"Привет! На связи продуктовая команда PixelPeak. В статье расскажем подробно, как собралась наша команда, почему решили сделать сервис онлайн-музея ЗИЛ, какие исследования проводили, с какими сложностями встретились и многое другое. Кейс будет полезен тем, кто хочет знать, как ведётся работа над проектом в диджитал-студиях."
14 способов развития насмотренности продакт-менеджера: от общения с пользователями до Crunchbase,https://habr.com/ru/articles/849038/,"Привет! Меня зовут Елена Аладина, я GH лид в Альфа-Банке. В мире продакт-менеджмента насмотренность играет ключевую роль. Это способность замечать, анализировать и адаптировать лучшие практики свой продукт, а также совершать меньше ошибок, зная о провальных кейсах других.   Чем выше уровень насмотренности, тем легче вам принимать стратегические решения, находить новые идеи и улучшать существующие функции. Эта статья представляет 14 проверенных способов, которые помогут продакт-менеджеру в следующих областях:"
ChatGPT и Gemini не могут справиться даже с простой математической задачкой на логику,https://habr.com/ru/articles/849046/,"Сегодня увидел на репетиторском канале простенькую задачку на логику. И решил попробовать скормить ее ChatGPT и Gemini. Просто интереса ради. Вспомнил, что когда вышла ChatGPT 4-o в демках показывали, как она якобы может заменить учителей."
Что такое Home-виджеты и как их подружить с вашим приложением на Flutter,https://habr.com/ru/companies/agima/articles/848988/,"Привет! Меня зовут Айдар Мавлетбаев, я Flutter-разработчик в AGIMA. С Flutter я работаю уже несколько лет. Несмотря на все преимущества, он не всегда оптимально решает задачи, которые требуют глубокой нативной интеграции. Существуют инструменты, разработанные специально под нативные платформы, но недоступные напрямую из Dart. И как правило, в таких случаях на помощь приходит PlatformChannel. Но существуют и нативные инструменты, которые интегрируются с Flutter. Например, создавать виджеты на Android можно с помощью Glance или XML, а на iOS — с WidgetKit. Эти технологии позволяют внедрять так называемые Home Widgets — элементы, с которыми можно взаимодействовать напрямую с домашнего экрана. В этой статье разберу основные инструменты, расскажу, как их внедрять и использовать во Flutter-приложениях."
threading и logging. Как логировать в несколько потоков?,https://habr.com/ru/articles/849030/,"В своей работе столкнулся с такой проблемой: мне нужно было разделить логирование на несколько потоков, сохранив динамичность в количестве потоков. Сейчас, когда уже разобрался с этим, все не так уж и сложно.В общем и целом, штудировал я и интернет, и исследовал на практике этот вопрос. Странным оказалось то, что готового решения я не нашел, неужели никто не испытывает проблем с этим? Никто в python не пишет логи?Начну по порядку и сразу к делу, без дифирамбов."
"Пока не исправили — модифицируй, или Анализ расширений атаки уклонения для LLM",https://habr.com/ru/companies/sberbank/articles/849028/,"Добрый день, уважаемые читатели Хабра. В связи с бурным развитием генеративных моделей и реализованных на них чат‑ботов (ChatGPT, Gemini, Bard, Notion AI, Compose AI, Poe, Phind) у пользователя появляется ложное чувство, что модели стали умнее, защищённее и, в целом, ближе к совершенству, сравнимы с человеческим интеллектом. Отсюда мы получаем целый пласт заблуждений. Например, что модели нас «чувствуют», «понимают», ведь мы выкладываем для них столько информации о себе, начиная от стилистики нашего письма, что уже является неким цифровым отпечатком нашей личности, и заканчивая оценкой их собственной работы. На самом деле это миф. И трендом 2023–2024 годов стало обширное внимание публики к XAI: •   как они (генеративные модели) устроены и как они принимают решения;•   как проводятся атаки уклонения (склонение моделей к неверной выдаче);•   как эти атаки (уклонения) связаны с другими атаками на LLM и какие они могут быть для эскалации деструктивного поведения системы; •   с какой позиции верно интерпретировать выход генеративной модели;•   разработка системы эшелонированной защиты моделей;•   разработка системы внутреннего критика для модели.Для начала начнём с существующих атак и их анализа. Заинтересованных приглашаем под кат."
Тестирование процессов BPMN-схемы Camunda в изоляции,https://habr.com/ru/companies/simbirsoft/articles/849000/,"Нотации BPMN (Buisness Process Model and Notation) все чаще используются для описания бизнес-процессов какой-либо предметной области реального бизнеса. В результате получается нечто среднее между блок-схемой и функциональной схемой, в которой есть: •   элементы, описывающие некоторую функциональность бизнеса, •   связи между элементами.Такую схему можно реализовать в программном коде. И отсюда вытекает вопрос — как же проверить, что ПО корректно работает с составленной бизнес-моделью, когда программный код уже написан.Привет! Я Мария, SDET-специалист IT-компании SimbirSoft. В этой статье я хочу поделиться успешным опытом тестирования процесса на основе BPMN-схемы Camunda."
"«Мы вступаем на неизведанную территорию математики» — Теренс Тао, математик, обладатель Филдсовской премии",https://habr.com/ru/articles/849026/,"У Теренса Тао, одного из величайших из ныне живущих математиков, есть свой взгляд на искусственный интеллект.Перевод интервью из издания The Atlantic"
